id;category_affiliation_probability_flag;id_2009_A_and_A_498_961_R;binary_system_component;icrs_ra;icrs_ra_error;icrs_dec;icrs_dec_error;gal_longitude;gal_latitude;alpha;delta;B;B_error;B_quality;B_uncertainty_flag;B-V;B-V_error;B-V_quality;B-V_uncertainty_flag;b-y;b-y_error;b-y_quality;b-y_uncertainty_flag;B1;B1_error;B1_quality;B1_uncertainty_flag;B1-B2;B1-B2_error;B1-B2_quality;B1-B2_uncertainty_flag;B2;B2_error;B2_quality;B2_uncertainty_flag;B2-G;B2-G_error;B2-G_quality;B2-G_uncertainty_flag;BP;BP_error;BP_quality;BP_uncertainty_flag;c1;c1_error;c1_quality;c1_uncertainty_flag;D;D_error;D_quality;D_uncertainty_flag;D(V1-G);D(V1-G)_error;D(V1-G)_quality;D(V1-G)_uncertainty_flag;Delta;Delta_error;Delta_quality;Delta_uncertainty_flag;Delta a;Delta a_error;Delta a_quality;Delta a_uncertainty_flag;g';g'_error;g'_quality;g'_uncertainty_flag;G;G_error;G_quality;G_uncertainty_flag;H;H_error;H_quality;H_uncertainty_flag;Hp;Hp_error;Hp_quality;Hp_uncertainty_flag;Hβ;Hβ_error;Hβ_quality;Hβ_uncertainty_flag;i';i'_error;i'_quality;i'_uncertainty_flag;J;J_error;J_quality;J_uncertainty_flag;K;K_error;K_quality;K_uncertainty_flag;m1;m1_error;m1_quality;m1_uncertainty_flag;r';r'_error;r'_quality;r'_uncertainty_flag;RP;RP_error;RP_quality;RP_uncertainty_flag;U;U_error;U_quality;U_uncertainty_flag;U-B;U-B_error;U-B_quality;U-B_uncertainty_flag;U-B1;U-B1_error;U-B1_quality;U-B1_uncertainty_flag;U-B2;U-B2_error;U-B2_quality;U-B2_uncertainty_flag;V;V_error;V_quality;V_uncertainty_flag;V-I;V-I_error;V-I_quality;V-I_uncertainty_flag;V1;V1_error;V1_quality;V1_uncertainty_flag;V1-G;V1-G_error;V1-G_quality;V1-G_uncertainty_flag;VM;VM_error;VM_quality;VM_uncertainty_flag;X;X_error;X_quality;X_uncertainty_flag;Y;Y_error;Y_quality;Y_uncertainty_flag;Z;Z_error;Z_quality;Z_uncertainty_flag
1065;?;8177;;75.6156183;0.016;40.2406216;0.011;165.6779488;-0.9415446;05 02 27.751;+40 14 26.27;10.458;0.038;;;;;;;;;;;;;;;;;;;;;;;10.2012;0.063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1066;?;8178;;75.6546764;0.015;42.5545851;0.01;163.8644699;0.496093;05 02 37.121;+42 33 16.57;11.15;0.088;;;;;;;;;;;;;;;;;;;;;;;10.9589;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1067;;8250;;75.7028525;0.025;-8.2094537;0.021;207.8118685;-27.8501513;05 02 48.690;-08 12 33.94;7.732;0.012;;;-0.055;0.008;;;0.856;;;;-0.666;;;;1.522;;;;-0.695;;;;7.7799;0.126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1068;?;8284;;75.7798696;0.007;-22.0774452;0.011;222.7073972;-33.1495779;05 03 07.168;-22 04 38.90;10.397;0.094;;;0.29;;;;;;;;;;;;;;;;;;;;10.1956;0.044;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1069;;8195;;75.7978836;0.013;41.0523104;0.009;165.1195257;-0.3364266;05 03 11.494;+41 03 08.49;10.667;0.029;;;;;;;;;;;;;;;;;;;;;;;10.3295;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1070;?;8200;;75.827654;0.025;41.4416407;0.016;164.8245628;-0.081324;05 03 18.636;+41 26 29.78;;;;;0.188;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1071;;8430;;75.8576397;0.014;-58.1031793;0.013;266.8569577;-36.9156461;05 03 25.828;-58 06 11.53;10.31;0.04;;;;;;;;;;;;;;;;;;;;;;;10.0925;0.104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1072;;8089;;75.8657929;0.021;61.3855722;0.019;148.7916759;11.9366431;05 03 27.786;+61 23 08.10;;;;;;;;;;;;;;;;;;;;;;;;;9.0955;0.038;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1073;;8270;;75.8940978;0.023;-2.9794692;0.016;202.7270901;-25.2597465;05 03 34.582;-02 58 46.01;;;;;-0.04;0.015;;;;;;;;;;;;;;;;;;;9.5481;0.118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1074;;8217;;75.9177942;0.033;41.094021;0.019;165.141524;-0.2393312;05 03 40.281;+41 05 38.50;11.137;0.034;;;;;;;;;;;;;;;;;;;;;;;10.9291;0.216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1075;;8260;;75.9720063;0.02;15.6524766;0.014;185.8739073;-15.3394302;05 03 53.274;+15 39 09.14;10.174;0.036;;;0.34;;;;;;;;;;;;;;;;;;;;9.9898;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1076;/;8370;;75.972088;0.022;-24.388316;0.03;225.404698;-33.7008191;05 03 53.264;-24 23 17.49;;;;;0.094;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1077;*;8280;;76.1423686;0.118;15.4039642;0.079;186.1826851;-15.3451218;05 04 34.140;+15 24 15.01;;;;;-0.064;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1078;*;8240;;76.1537824;0.126;32.3199633;0.055;172.2466052;-5.4060016;05 04 36.910;+32 19 12.99;;;;;0.277;0.011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1079;?;8290;;76.1741902;0.03;14.8588924;0.018;186.6673448;-15.6277864;05 04 41.808;+14 51 32.60;;;;;0.139;0.007;;;;;;;;;;;;;;;;;;;6.8386;0.477;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1080;?;8310;;76.2389156;0.042;8.834862;0.028;191.961126;-18.9062776;05 04 57.339;+08 50 05.61;10.189;0.028;;;;;;;;;;;;;;;;;;;;;;;10.158;0.096;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1081;;8340;;76.3190623;0.023;15.2398639;0.016;186.4229201;-15.2973088;05 05 16.567;+15 14 23.60;;;;;0.204;0.011;;;;;;;;;;;;;;;;;;;7.7681;0.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1082;;8400;;76.3647527;0.01;-26.1225999;0.012;227.5253854;-33.8657102;05 05 27.545;-26 07 21.23;;;;;;;;;;;;;;;;;;;;;;;;;9.7569;0.065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1083;;8460;;76.3745204;0.018;-47.8905803;0.018;254.049686;-37.1871546;05 05 29.777;-47 53 23.96;11.047;0.022;;;0.11;0.015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1084;;8330;A;76.3837152;0.098;19.8066733;0.057;182.596089;-12.6381043;05 05 32.081;+19 48 24.24;;;;;0.219;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1085;?;8360;;76.4725507;0.035;26.4298942;0.021;177.1763219;-8.6986112;05 05 53.411;+26 25 47.68;;;;;0.113;0.007;;;0.846;;;;-0.666;;;;1.512;;;;-0.421;;;;6.6181;0.143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1086;?;8300;A;76.5037262;0.435;35.9363577;0.231;169.5258778;-2.9975487;05 06 00.922;+35 56 10.96;;;;;0.184;0.006;;;0.943;;;;-0.458;;;;1.401;;;;-0.472;;;;6.5604;0.305;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1087;*;8320;;76.5348645;0.035;33.9186209;0.016;171.1569793;-4.1900135;05 06 08.352;+33 55 07.26;;;;;-0.05;0.009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1088;?;8630;;76.5390014;0.03;-73.0373907;0.023;284.6659158;-33.4544457;05 06 09.290;-73 02 15.46;;;;;0.01;0.004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1089;;8420;;76.5923243;0.025;-14.6965559;0.022;214.9518975;-29.7797594;05 06 22.151;-14 41 47.61;7.086;0.0;;;-0.095;0.002;;;0.82;;;;-0.749;;;;1.569;;;;-0.714;;;;7.0773;0.089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1090;;8304;;76.6170574;0.022;42.1265359;0.013;164.6363356;0.8019199;05 06 28.081;+42 07 35.64;12.099;0.053;;;;;;;;;;;;;;;;;;;;;;;11.9602;0.034;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1091;;8442;;76.6531777;0.047;-13.1225552;0.041;213.3221985;-29.0966174;05 06 36.738;-13 07 21.62;;;;;-0.03;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1092;;8444;;76.6537126;0.011;-15.7814863;0.011;216.132425;-30.1466236;05 06 36.901;-15 46 53.37;9.84;0.012;;;;;;;;;;;;;;;;;;;;;;;9.6751;0.131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1093;*;8410;A;76.6902615;0.069;-4.6551693;0.046;204.7757476;-25.3545305;05 06 45.653;-04 39 18.66;;;;;-0.059;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1094;;8500;;76.8523085;0.014;-42.1724846;0.015;246.9347591;-36.5377822;05 07 24.562;-42 10 21.08;9.015;0.0;;;;;;;0.988;;;;-0.4;;;;1.388;;;;-0.36;;;;8.869;0.159;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1095;?;8510;;76.8580395;0.037;-44.8216136;0.046;250.2268298;-36.7389374;05 07 25.934;-44 49 17.93;;;;;-0.094;0.004;;;0.829;;;;-0.722;;;;1.551;;;;-0.731;;;;6.8527;0.245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1096;;14380;A;76.9052656;0.014;-88.8702091;0.015;301.7854407;-27.6180458;05 07 36.761;-88 52 12.81;;;;;0.196;0.018;;;;;;;;;;;;;;;;;;;8.8121;0.251;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1097;;8440;;76.9325435;0.029;14.3594625;0.017;187.5234728;-15.3005308;05 07 43.831;+14 21 34.38;8.328;0.039;;;;;;;;;;;;;;;;;;;;;;;8.2405;0.448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1098;;8450;A;76.9704684;30.903;8.4982238;21.291;192.6717193;-18.4781828;05 07 52.878;+08 29 55.05;;;;;0.338;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1099;;8180;A;77.0126264;0.051;73.5915138;0.061;138.5422507;19.1357438;05 08 03.119;+73 35 29.64;;;;;0.4;0.495;;;;;;;;;;;;;;;;;;;8.2462;0.361;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1100;;8520;;77.0294356;0.015;-49.2970451;0.017;255.8151596;-36.7669332;05 08 07.016;-49 17 49.75;7.682;0.042;;;0.299;0.003;;;0.979;;;;-0.419;;;;1.398;;;;-0.313;;;;7.5348;0.586;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1101;;8447;;77.0847904;0.046;23.2144141;0.029;180.1475814;-10.1326222;05 08 20.361;+23 12 52.10;9.417;0.0;;;0.187;0.019;;;;;;;;;;;;;;;;;;;8.5758;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1102;?;8480;A;77.2339359;0.072;3.218618;0.047;197.5967584;-21.0203897;05 08 56.148;+03 13 07.39;6.642;0.004;;;0.141;0.008;;;;;;;;;;;;;;;;;;;6.5578;0.401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1103;;8600;;77.2656138;0.015;-54.5572312;0.018;262.3624957;-36.4723736;05 09 03.762;-54 33 26.20;10.275;0.065;;;;;;;;;;;;;;;;;;;;;;;10.0267;0.291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1104;*;8490;;77.3321211;0.187;9.829551;0.119;191.6936833;-17.4611164;05 09 19.639;+09 49 46.56;;;;;0.249;0.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1105;*;8470;A;77.438184;0.031;28.0302112;0.017;176.3810081;-7.0622856;05 09 45.092;+28 01 49.95;;;;;0.311;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1106;;8560;;77.524118;0.01;-33.7793574;0.014;236.8155412;-34.7553598;05 10 05.787;-33 46 45.72;;;;;;;;;;;;;;;;;;;;;;;;;9.1718;0.082;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1107;;8530;;77.5376517;0.021;-31.3491789;0.025;233.9407888;-34.2154547;05 10 09.059;-31 20 56.99;7.968;0.0;;;0.132;0.002;;;0.933;;;;-0.506;;;;1.439;;;;-0.518;;;;7.9234;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1108;;8610;;77.674426;0.018;-36.2747371;0.019;239.8326838;-35.1075544;05 10 41.863;-36 16 29.02;;;;;0.329;0.002;;;0.985;;;;-0.405;;;;1.39;;;;-0.275;;;;7.9341;0.066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1109;;8390;A;77.6782277;0.14;63.5968532;0.167;147.4224701;13.8881958;05 10 42.693;+63 35 50.01;;;;;0.301;0.006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1110;;8620;A;77.6807346;0.018;-48.4553748;0.019;254.7750226;-36.3268868;05 10 43.334;-48 27 19.74;7.844;0.0;;;-0.1;0.495;;;0.953;;;;-0.48;;;;1.433;;;;-0.445;;;;7.8264;0.475;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1111;?;8550;A;77.6811604;0.018;-20.7484071;0.02;221.9214005;-31.038678;05 10 43.496;-20 44 54.18;;;;;-0.036;0.002;;;0.855;;;;-0.664;;;;1.519;;;;-0.682;;;;7.6204;0.103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1112;;8580;A;77.922319;0.801;0.5145632;0.533;200.4788742;-21.7853345;05 11 41.343;+00 30 52.53;6.594;0.022;;;-0.072;0.001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1113;;8670;;78.0137242;0.027;-49.0601831;0.025;255.5305179;-36.1206583;05 12 03.291;-49 03 36.91;7.739;0.035;;;-0.076;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1114;;8597;A;78.0235832;0.017;0.6046539;0.013;200.4485244;-21.6527644;05 12 05.631;+00 36 16.75;8.484;0.036;;;-0.11;0.351;;;;;;;;;;;;;;;;;;;8.3303;0.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1115;;8617;;78.0330542;0.013;-17.2605065;0.013;218.2869541;-29.4819581;05 12 07.933;-17 15 37.90;9.779;0.014;;;;;;;;;;;;;;;;;;;;;;;9.5552;0.156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1116;*;8350;;78.0935845;0.131;73.9465571;0.164;138.3885808;19.5788131;05 12 22.433;+73 56 47.93;;;;;-0.108;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1117;*;8640;;78.2331271;0.247;-16.2055347;0.205;217.2506786;-28.9063528;05 12 55.891;-16 12 19.64;;;;;-0.11;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1118;;8639;;78.3211771;0.019;-5.0836021;0.014;206.0248246;-24.1146496;05 13 17.085;-05 05 00.74;;;;;0.336;0.027;;;;;;;;;;;;;;;;;;;9.3123;0.186;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1119;;8540;;78.3534324;0.1;41.3149135;0.058;166.0594994;1.3619245;05 13 24.846;+41 18 53.80;;;;;;;;;;;;;;;;;;;;;;;;;8.7436;0.303;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1120;*;8570;A;78.3570577;0.412;38.4841633;0.188;168.3539083;-0.296287;05 13 25.713;+38 29 04.34;;;;;0.189;0.005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1121;;8650;;78.3618176;0.019;-2.627025;0.015;203.6793242;-22.9265521;05 13 26.838;-02 37 37.35;9.373;0.0;;;0.082;0.002;;;0.902;;;;-0.582;;;;1.484;;;;-0.546;;;;9.3107;0.003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1122;;8533;;78.3627204;0.029;42.2658321;0.017;165.2928229;1.9249427;05 13 27.059;+42 15 57.09;12.122;0.226;;;;;;;;;;;;;;;;;;;;;;;11.6612;0.028;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1123;;8690;;78.4324864;0.023;-30.5599208;0.025;233.239277;-33.2818718;05 13 43.782;-30 33 35.14;9.52;0.352;;;;;;;;;;;;;;;;;;;;;;;9.284;0.567;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
